"path","sha256","creator","source","license","commercial_use","proof","git_added","notes"
"app/src/main/assets/pet/11_walk.png","e33f97a5fb804825df5fe2f9972819d3f021bebba3c0b4124ff0dd723ffc1e05","小橘 using ChatGPT","AI-generated with ChatGPT","Output owned by user as between user and OpenAI under OpenAI Terms of Use","yes, subject to OpenAI Terms and third-party rights","REVIEW_REQUIRED","e10d7def4b6eb44ccf69e91fa2722784a3c0e17c|2026-08-09T18:14:06+08:00|tdevid523-bot","Keep the original ChatGPT conversation, original output, or a dated screenshot as proof."
"app/src/main/assets/pet/12_wink_tongue.png","92c97fa163e502fd59cf84b4a998133b05bacf4732f1cc40e34f9739d7113165","小橘 using ChatGPT","AI-generated with ChatGPT","Output owned by user as between user and OpenAI under OpenAI Terms of Use","yes, subject to OpenAI Terms and third-party rights","REVIEW_REQUIRED","e10d7def4b6eb44ccf69e91fa2722784a3c0e17c|2026-08-09T18:14:06+08:00|tdevid523-bot","Keep the original ChatGPT conversation, original output, or a dated screenshot as proof."
"app/src/main/assets/pet/13_heart.png","0a4b9f3ec923b863d25afc50b6e10a876883edf57622917356523fba9c13e53d","小橘 using ChatGPT","AI-generated with ChatGPT","Output owned by user as between user and OpenAI under OpenAI Terms of Use","yes, subject to OpenAI Terms and third-party rights","REVIEW_REQUIRED","e10d7def4b6eb44ccf69e91fa2722784a3c0e17c|2026-08-09T18:14:06+08:00|tdevid523-bot","Keep the original ChatGPT conversation, original output, or a dated screenshot as proof."
"app/src/main/assets/pet/14_sleep_zzz.png","34c86d57854d6e21f86cce1a5eba1779b23d65db23079cdb2e5a0486744700cf","小橘 using ChatGPT","AI-generated with ChatGPT","Output owned by user as between user and OpenAI under OpenAI Terms of Use","yes, subject to OpenAI Terms and third-party rights","REVIEW_REQUIRED","e10d7def4b6eb44ccf69e91fa2722784a3c0e17c|2026-08-09T18:14:06+08:00|tdevid523-bot","Keep the original ChatGPT conversation, original output, or a dated screenshot as proof."
"app/src/main/assets/pet/15_shock.png","73dbf97187beecdad11a4d2af9ab94e363109e5b5ae140fba6d25cd7392a6f34","小橘 using ChatGPT","AI-generated with ChatGPT","Output owned by user as between user and OpenAI under OpenAI Terms of Use","yes, subject to OpenAI Terms and third-party rights","REVIEW_REQUIRED","e10d7def4b6eb44ccf69e91fa2722784a3c0e17c|2026-08-09T18:14:06+08:00|tdevid523-bot","Keep the original ChatGPT conversation, original output, or a dated screenshot as proof."
"app/src/main/assets/pet/16_cry.png","cb8e65c7732c9482a47395f0cac5e1ef3721c5adcfead4cf1dd725e4548c8740","小橘 using ChatGPT","AI-generated with ChatGPT","Output owned by user as between user and OpenAI under OpenAI Terms of Use","yes, subject to OpenAI Terms and third-party rights","REVIEW_REQUIRED","e10d7def4b6eb44ccf69e91fa2722784a3c0e17c|2026-08-09T18:14:06+08:00|tdevid523-bot","Keep the original ChatGPT conversation, original output, or a dated screenshot as proof."
"app/src/main/assets/pet/17_pout.png","076e47e91c44efbe87a678a0368f7b6d55eae992f0461c39a338ab72f4629dc0","小橘 using ChatGPT","AI-generated with ChatGPT","Output owned by user as between user and OpenAI under OpenAI Terms of Use","yes, subject to OpenAI Terms and third-party rights","REVIEW_REQUIRED","e10d7def4b6eb44ccf69e91fa2722784a3c0e17c|2026-08-09T18:14:06+08:00|tdevid523-bot","Keep the original ChatGPT conversation, original output, or a dated screenshot as proof."
"app/src/main/assets/pet/18_wide_eyes.png","2cce66c52cc1cbf886de273819af197b1e86b05d8720374b3e77c10396c1e27d","小橘 using ChatGPT","AI-generated with ChatGPT","Output owned by user as between user and OpenAI under OpenAI Terms of Use","yes, subject to OpenAI Terms and third-party rights","REVIEW_REQUIRED","e10d7def4b6eb44ccf69e91fa2722784a3c0e17c|2026-08-09T18:14:06+08:00|tdevid523-bot","Keep the original ChatGPT conversation, original output, or a dated screenshot as proof."
"app/src/main/assets/pet/19_eat_orange.png","919f4bdcd773fddc60d94761e8ca0a94df537908cca40286182a21d4ae62549d","小橘 using ChatGPT","AI-generated with ChatGPT","Output owned by user as between user and OpenAI under OpenAI Terms of Use","yes, subject to OpenAI Terms and third-party rights","REVIEW_REQUIRED","e10d7def4b6eb44ccf69e91fa2722784a3c0e17c|2026-08-09T18:14:06+08:00|tdevid523-bot","Keep the original ChatGPT conversation, original output, or a dated screenshot as proof."
"app/src/main/assets/pet/20_drink_juice.png","c65afafe86e0a755757ac5afe6111b0b3d958aa7fb76c152554fea42ad828dab","小橘 using ChatGPT","AI-generated with ChatGPT","Output owned by user as between user and OpenAI under OpenAI Terms of Use","yes, subject to OpenAI Terms and third-party rights","REVIEW_REQUIRED","e10d7def4b6eb44ccf69e91fa2722784a3c0e17c|2026-08-09T18:14:06+08:00|tdevid523-bot","Keep the original ChatGPT conversation, original output, or a dated screenshot as proof."
"app/src/main/assets/pet/21_hold_heart.png","167512b71ffd28011c33a4c524129e1aabf8883c40740d79a582776c3bdb3d3e","小橘 using ChatGPT","AI-generated with ChatGPT","Output owned by user as between user and OpenAI under OpenAI Terms of Use","yes, subject to OpenAI Terms and third-party rights","REVIEW_REQUIRED","e10d7def4b6eb44ccf69e91fa2722784a3c0e17c|2026-08-09T18:14:06+08:00|tdevid523-bot","Keep the original ChatGPT conversation, original output, or a dated screenshot as proof."
"app/src/main/assets/pet/22_straw_hat.png","70e83c33d0d03859862cf4d3eab6b390558d447e8b5dcb6f82e991ab9e3754c4","小橘 using ChatGPT","AI-generated with ChatGPT","Output owned by user as between user and OpenAI under OpenAI Terms of Use","yes, subject to OpenAI Terms and third-party rights","REVIEW_REQUIRED","e10d7def4b6eb44ccf69e91fa2722784a3c0e17c|2026-08-09T18:14:06+08:00|tdevid523-bot","Keep the original ChatGPT conversation, original output, or a dated screenshot as proof."
"app/src/main/assets/pet/23_blue_cap.png","4e4a652cb065b883eceaa41003b37d518d9a513458ab5ce83c971ae651a17259","小橘 using ChatGPT","AI-generated with ChatGPT","Output owned by user as between user and OpenAI under OpenAI Terms of Use","yes, subject to OpenAI Terms and third-party rights","REVIEW_REQUIRED","e10d7def4b6eb44ccf69e91fa2722784a3c0e17c|2026-08-09T18:14:06+08:00|tdevid523-bot","Keep the original ChatGPT conversation, original output, or a dated screenshot as proof."
"app/src/main/assets/pet/24_headband.png","cf5e24d38d2ab58991f1901c8aa0f20a4311807a06cde4f07f01e533bcee325a","小橘 using ChatGPT","AI-generated with ChatGPT","Output owned by user as between user and OpenAI under OpenAI Terms of Use","yes, subject to OpenAI Terms and third-party rights","REVIEW_REQUIRED","e10d7def4b6eb44ccf69e91fa2722784a3c0e17c|2026-08-09T18:14:06+08:00|tdevid523-bot","Keep the original ChatGPT conversation, original output, or a dated screenshot as proof."
"app/src/main/res/drawable/island_device_access.png","4e9a72b14c9e7844a1fc58fe6619aeb4ae675609ac3c235f5e81cd93aae48971","小橘 using ChatGPT","AI-generated with ChatGPT","Output owned by user as between user and OpenAI under OpenAI Terms of Use","yes, subject to OpenAI Terms and third-party rights","REVIEW_REQUIRED","e10d7def4b6eb44ccf69e91fa2722784a3c0e17c|2026-08-09T18:14:06+08:00|tdevid523-bot","Keep the original ChatGPT conversation, original output, or a dated screenshot as proof."
"app/src/main/res/drawable/island_voice_synthesis.png","c3d175ec6433cea4576301a628e7220c4a1a5492d58cd2dd6fdfefba9682ee0a","小橘 using ChatGPT","AI-generated with ChatGPT","Output owned by user as between user and OpenAI under OpenAI Terms of Use","yes, subject to OpenAI Terms and third-party rights","REVIEW_REQUIRED","e10d7def4b6eb44ccf69e91fa2722784a3c0e17c|2026-08-09T18:14:06+08:00|tdevid523-bot","Keep the original ChatGPT conversation, original output, or a dated screenshot as proof."
"app/src/main/res/drawable/island_workflow.png","12075d4a445ae598dfc3eccba709d22555610fc00be592b34b0ca04f2c255415","小橘 using ChatGPT","AI-generated with ChatGPT","Output owned by user as between user and OpenAI under OpenAI Terms of Use","yes, subject to OpenAI Terms and third-party rights","REVIEW_REQUIRED","e10d7def4b6eb44ccf69e91fa2722784a3c0e17c|2026-08-09T18:14:06+08:00|tdevid523-bot","Keep the original ChatGPT conversation, original output, or a dated screenshot as proof."
"app/src/main/res/drawable/island_workflow_canvas.png","bcec9826f1603e9726fc0ce97392822f42f2af5a02bf533cabe0bc1b784c6b28","小橘 using ChatGPT","AI-generated with ChatGPT","Output owned by user as between user and OpenAI under OpenAI Terms of Use","yes, subject to OpenAI Terms and third-party rights","REVIEW_REQUIRED","e10d7def4b6eb44ccf69e91fa2722784a3c0e17c|2026-08-09T18:14:06+08:00|tdevid523-bot","Keep the original ChatGPT conversation, original output, or a dated screenshot as proof."
"app/src/main/res/drawable/island_workflow_editor.png","9b7ff9a46392ce116dc7641011fd6fc40464b6e3cf2efe322b9c415b090d20ad","小橘 using ChatGPT","AI-generated with ChatGPT","Output owned by user as between user and OpenAI under OpenAI Terms of Use","yes, subject to OpenAI Terms and third-party rights","REVIEW_REQUIRED","e10d7def4b6eb44ccf69e91fa2722784a3c0e17c|2026-08-09T18:14:06+08:00|tdevid523-bot","Keep the original ChatGPT conversation, original output, or a dated screenshot as proof."
"app/src/main/res/drawable/island_workflow_log.png","63ce286558f8f744a8336aa7fb95c6d46dcba3f09d3da9d8869b4e7f1e950f8a","小橘 using ChatGPT","AI-generated with ChatGPT","Output owned by user as between user and OpenAI under OpenAI Terms of Use","yes, subject to OpenAI Terms and third-party rights","REVIEW_REQUIRED","e10d7def4b6eb44ccf69e91fa2722784a3c0e17c|2026-08-09T18:14:06+08:00|tdevid523-bot","Keep the original ChatGPT conversation, original output, or a dated screenshot as proof."
"app/src/main/res/drawable-nodpi/mikeko_bg_ash.webp","c6f2f055132eac0ef84e32b825656c001e8db51e22d7aebe1637db5dfc71ebbe","灏忔 using ChatGPT","AI-generated with ChatGPT","Output owned by user as between user and OpenAI under OpenAI Terms of Use","yes, subject to OpenAI Terms and third-party rights","REVIEW_REQUIRED","c0ef11908ae7475f8f6271a6482c335458ae65b5|2026-08-12T12:48:06+08:00|tdevid523-bot","Keep the original ChatGPT conversation, original output, or a dated screenshot as proof."
"app/src/main/res/drawable-nodpi/mikeko_bg_blush.webp","0cf50ae34bad092f26b3363aa6e18e436e113203d6d45b8c7265ba895e2fcd51","灏忔 using ChatGPT","AI-generated with ChatGPT","Output owned by user as between user and OpenAI under OpenAI Terms of Use","yes, subject to OpenAI Terms and third-party rights","REVIEW_REQUIRED","c0ef11908ae7475f8f6271a6482c335458ae65b5|2026-08-12T12:48:06+08:00|tdevid523-bot","Keep the original ChatGPT conversation, original output, or a dated screenshot as proof."
"app/src/main/res/drawable-nodpi/mikeko_bg_butter.webp","a5ee42b82257ba707abeae499787f98a655decfb27b36f361a196e68f99396e4","灏忔 using ChatGPT","AI-generated with ChatGPT","Output owned by user as between user and OpenAI under OpenAI Terms of Use","yes, subject to OpenAI Terms and third-party rights","REVIEW_REQUIRED","c0ef11908ae7475f8f6271a6482c335458ae65b5|2026-08-12T12:48:06+08:00|tdevid523-bot","Keep the original ChatGPT conversation, original output, or a dated screenshot as proof."
"app/src/main/res/drawable-nodpi/mikeko_bg_ice.webp","43dcc53c6f0ad3b5752225c5cc7c55a0d6b0b32990dbcb1c6fd8dd6f5198005e","灏忔 using ChatGPT","AI-generated with ChatGPT","Output owned by user as between user and OpenAI under OpenAI Terms of Use","yes, subject to OpenAI Terms and third-party rights","REVIEW_REQUIRED","c0ef11908ae7475f8f6271a6482c335458ae65b5|2026-08-12T12:48:06+08:00|tdevid523-bot","Keep the original ChatGPT conversation, original output, or a dated screenshot as proof."
"app/src/main/res/drawable-nodpi/mikeko_bg_ink_black.webp","537b5242bfef344992e4ca8432640e8d31e6398c4bcb2b6604a70125579ea8f0","灏忔 using ChatGPT","AI-generated with ChatGPT","Output owned by user as between user and OpenAI under OpenAI Terms of Use","yes, subject to OpenAI Terms and third-party rights","REVIEW_REQUIRED","c0ef11908ae7475f8f6271a6482c335458ae65b5|2026-08-12T12:48:06+08:00|tdevid523-bot","Keep the original ChatGPT conversation, original output, or a dated screenshot as proof."
"app/src/main/res/drawable-nodpi/mikeko_bg_lilac.webp","b14d3a0dfa6ce95a0fe54f993ab7d897a7c6a0545b2eb930083e096e5093b650","灏忔 using ChatGPT","AI-generated with ChatGPT","Output owned by user as between user and OpenAI under OpenAI Terms of Use","yes, subject to OpenAI Terms and third-party rights","REVIEW_REQUIRED","c0ef11908ae7475f8f6271a6482c335458ae65b5|2026-08-12T12:48:06+08:00|tdevid523-bot","Keep the original ChatGPT conversation, original output, or a dated screenshot as proof."
"app/src/main/res/drawable-nodpi/mikeko_bg_mint.webp","8e7074ce1cbd208ec8964e5422c04abb7039057a2a8fc52a0bf7bef40746581f","灏忔 using ChatGPT","AI-generated with ChatGPT","Output owned by user as between user and OpenAI under OpenAI Terms of Use","yes, subject to OpenAI Terms and third-party rights","REVIEW_REQUIRED","c0ef11908ae7475f8f6271a6482c335458ae65b5|2026-08-12T12:48:06+08:00|tdevid523-bot","Keep the original ChatGPT conversation, original output, or a dated screenshot as proof."
"desktop/src/desktopMain/resources/icon.ico","e70276f6dc1d817291f185316dbbef54deebd1500b713a70bcb224e403473a63","小橘","Original artwork by the Mikeko development team","Copyright Mikeko development team; all rights reserved","yes","Original source files retained by the development team","59aec823cdae7f227c9dda4d9d7d4bdfe233b49e|2026-08-30T07:35:41+08:00|sue1231511","Windows desktop installer icon; original creation by the Mikeko team."
"desktop/src/desktopMain/resources/mikan.png","8fcaff59de4e33ab0962ecdd408c8df3b78a19f30ebab26d25e88ccb482aade4","小橘","Original artwork by the Mikeko development team","Copyright Mikeko development team; all rights reserved","yes","Original source files retained by the development team","59aec823cdae7f227c9dda4d9d7d4bdfe233b49e|2026-08-30T07:35:41+08:00|sue1231511","Desktop splash / logo image; original creation by the Mikeko team."
"app/src/main/res/drawable-nodpi/mikeko_bg_white.webp","1beaf0f527695e68ae1328e65c9bac6032df178857448a818519cc9890c22a3a","灏忔 using ChatGPT","AI-generated with ChatGPT","Output owned by user as between user and OpenAI under OpenAI Terms of Use","yes, subject to OpenAI Terms and third-party rights","REVIEW_REQUIRED","c0ef11908ae7475f8f6271a6482c335458ae65b5|2026-08-12T12:48:06+08:00|tdevid523-bot","Keep the original ChatGPT conversation, original output, or a dated screenshot as proof."
"app/src/main/res/drawable-nodpi/ic_launcher_foreground.png","545a59ae5c64bd8a0baa3b0d128b4879d6cc35d4c370831e4a6a3ae941fdc7b2","小橘 (Mikeko team)","Derived by PIL resize from desktop/src/desktopMain/resources/icon.ico (row: icon.ico)","Copyright Mikeko development team; all rights reserved","yes","Derived from in-repo icon.ico; source retained by the development team","PENDING|2026-09-14T00:30:05+08:00|sue1231511","adaptive icon foreground 432x432, full artwork scaled into safe zone"
"app/src/main/res/mipmap-mdpi/ic_launcher.png","d3cfe40c66e41601beaa5bed96eaf16579bcd4b5f4de55a7c35d9341f13704cf","小橘 (Mikeko team)","Derived by PIL resize from desktop/src/desktopMain/resources/icon.ico (row: icon.ico)","Copyright Mikeko development team; all rights reserved","yes","Derived from in-repo icon.ico; source retained by the development team","PENDING|2026-09-14T00:30:05+08:00|sue1231511","legacy launcher icon 48x48"
"app/src/main/res/mipmap-hdpi/ic_launcher.png","46d41e1c60220340019e78ce8125c1fecb1deb61bcfee6eb8cc8c757c18d4739","小橘 (Mikeko team)","Derived by PIL resize from desktop/src/desktopMain/resources/icon.ico (row: icon.ico)","Copyright Mikeko development team; all rights reserved","yes","Derived from in-repo icon.ico; source retained by the development team","PENDING|2026-09-14T00:30:05+08:00|sue1231511","legacy launcher icon 72x72"
"app/src/main/res/mipmap-xhdpi/ic_launcher.png","d2671c4794d0f4774b14f022496b9b1864e13a3dd01ed954a8dd712fca99bd49","小橘 (Mikeko team)","Derived by PIL resize from desktop/src/desktopMain/resources/icon.ico (row: icon.ico)","Copyright Mikeko development team; all rights reserved","yes","Derived from in-repo icon.ico; source retained by the development team","PENDING|2026-09-14T00:30:05+08:00|sue1231511","legacy launcher icon 96x96"
"app/src/main/res/mipmap-xxhdpi/ic_launcher.png","31357aa03ead46b86204d4ede5e1f2a174706b65e5362bbc17995961706716b1","小橘 (Mikeko team)","Derived by PIL resize from desktop/src/desktopMain/resources/icon.ico (row: icon.ico)","Copyright Mikeko development team; all rights reserved","yes","Derived from in-repo icon.ico; source retained by the development team","PENDING|2026-09-14T00:30:05+08:00|sue1231511","legacy launcher icon 144x144"
"app/src/main/res/mipmap-xxxhdpi/ic_launcher.png","e04110feae1e8e63b32270502caa4b86c2454e2316eabd5f96c379093d141bfa","小橘 (Mikeko team)","Derived by PIL resize from desktop/src/desktopMain/resources/icon.ico (row: icon.ico)","Copyright Mikeko development team; all rights reserved","yes","Derived from in-repo icon.ico; source retained by the development team","PENDING|2026-09-14T00:30:05+08:00|sue1231511","legacy launcher icon 192x192"
"app/src/main/assets/game-covers/2048.png","21a78c0cd8018dd171bcb987dc5169aa479a0a513b4a41af81c63f0b1cb61978","小橘 (Mikeko team)","Original artwork by the Mikeko development team","Copyright Mikeko development team; all rights reserved","yes","Confirmed original artwork by the project owner (2026-09-15); original source files retained by the development team","17ef5b03f6c6549b0d4201e6fca48bc3e4b9d19c|2026-08-30T04:55:33+08:00|sue1231511","2026-09-15 许可审计：项目所有者确认为原创资产；小游戏封面资产缺失来源登记，来源待项目所有者确认后补充 已由项目所有者确认为原创。"
"app/src/main/assets/game-covers/chess.png","256e2963ecabbffbad6c3200401d24f9cbe2270213636eee3fafd596547273d8","小橘 (Mikeko team)","Original artwork by the Mikeko development team","Copyright Mikeko development team; all rights reserved","yes","Confirmed original artwork by the project owner (2026-09-15); original source files retained by the development team","17ef5b03f6c6549b0d4201e6fca48bc3e4b9d19c|2026-08-30T04:55:33+08:00|sue1231511","2026-09-15 许可审计：项目所有者确认为原创资产；小游戏封面资产缺失来源登记，来源待项目所有者确认后补充 已由项目所有者确认为原创。"
"app/src/main/assets/game-covers/flappy.png","f09d05cb260eb971e6ef2f56c2aade18ddfdc766df2d734ad2fce50e3f42eba9","小橘 (Mikeko team)","Original artwork by the Mikeko development team","Copyright Mikeko development team; all rights reserved","yes","Confirmed original artwork by the project owner (2026-09-15); original source files retained by the development team","17ef5b03f6c6549b0d4201e6fca48bc3e4b9d19c|2026-08-30T04:55:33+08:00|sue1231511","2026-09-15 许可审计：项目所有者确认为原创资产；小游戏封面资产缺失来源登记，来源待项目所有者确认后补充 已由项目所有者确认为原创。"
"app/src/main/assets/game-covers/minesweeper.png","9a9de1566193be6e952cc41bbcad77c331eba85d82b9b85542b3cbad9c2540db","小橘 (Mikeko team)","Original artwork by the Mikeko development team","Copyright Mikeko development team; all rights reserved","yes","Confirmed original artwork by the project owner (2026-09-15); original source files retained by the development team","17ef5b03f6c6549b0d4201e6fca48bc3e4b9d19c|2026-08-30T04:55:33+08:00|sue1231511","2026-09-15 许可审计：项目所有者确认为原创资产；小游戏封面资产缺失来源登记，来源待项目所有者确认后补充 已由项目所有者确认为原创。"
"app/src/main/assets/game-covers/snake.png","0d48b87bc68a9f46dcf6309cecb801122684eb67a2c7199b3b53a7dec8750914","小橘 (Mikeko team)","Original artwork by the Mikeko development team","Copyright Mikeko development team; all rights reserved","yes","Confirmed original artwork by the project owner (2026-09-15); original source files retained by the development team","17ef5b03f6c6549b0d4201e6fca48bc3e4b9d19c|2026-08-30T04:55:33+08:00|sue1231511","2026-09-15 许可审计：项目所有者确认为原创资产；小游戏封面资产缺失来源登记，来源待项目所有者确认后补充 已由项目所有者确认为原创。"
"app/src/main/assets/game-covers/sudoku.png","19e55b93d9f0cca6e55a1c3b107291bd42164d1fb573131f8058282f35334562","小橘 (Mikeko team)","Original artwork by the Mikeko development team","Copyright Mikeko development team; all rights reserved","yes","Confirmed original artwork by the project owner (2026-09-15); original source files retained by the development team","17ef5b03f6c6549b0d4201e6fca48bc3e4b9d19c|2026-08-30T04:55:33+08:00|sue1231511","2026-09-15 许可审计：项目所有者确认为原创资产；小游戏封面资产缺失来源登记，来源待项目所有者确认后补充 已由项目所有者确认为原创。"
"app/src/main/assets/game-covers/tetris.png","44664e05ffa5db341056f4d3ecbadc22e34dbd6be5cccdff1846dada74e9e5f1","小橘 (Mikeko team)","Original artwork by the Mikeko development team","Copyright Mikeko development team; all rights reserved","yes","Confirmed original artwork by the project owner (2026-09-15); original source files retained by the development team","17ef5b03f6c6549b0d4201e6fca48bc3e4b9d19c|2026-08-30T04:55:33+08:00|sue1231511","2026-09-15 许可审计：项目所有者确认为原创资产；小游戏封面资产缺失来源登记，来源待项目所有者确认后补充 已由项目所有者确认为原创。"
"app/src/main/assets/game-covers/wordle.png","77338005a10ca81d3018a248ecfb03a902c08a85361767dac76efacf0c29cb68","小橘 (Mikeko team)","Original artwork by the Mikeko development team","Copyright Mikeko development team; all rights reserved","yes","Confirmed original artwork by the project owner (2026-09-15); original source files retained by the development team","17ef5b03f6c6549b0d4201e6fca48bc3e4b9d19c|2026-08-30T04:55:33+08:00|sue1231511","2026-09-15 许可审计：项目所有者确认为原创资产；小游戏封面资产缺失来源登记，来源待项目所有者确认后补充 已由项目所有者确认为原创。"
"app/src/main/res/drawable-nodpi/diary_weather_cloudy.png","ded3725c02e643a617278ba9de808893646115b5dc9e8613e14c406aa41b61c3","小橘 (Mikeko team)","Original artwork by the Mikeko development team","Copyright Mikeko development team; all rights reserved","yes","Confirmed original artwork by the project owner (2026-09-15); original source files retained by the development team","33a059ee2165dc9c476892c94256b9bdb8006b5c|2026-08-16T04:25:08+08:00|sue1231511","2026-09-15 许可审计：项目所有者确认为原创资产；天气图标资产缺失来源登记，来源待项目所有者确认后补充 已由项目所有者确认为原创。"
"app/src/main/res/drawable-nodpi/diary_weather_foggy.png","ece3c805f2b0315c1f78fbe23f4df6752fb23b265d379592288d3f28022067a4","小橘 (Mikeko team)","Original artwork by the Mikeko development team","Copyright Mikeko development team; all rights reserved","yes","Confirmed original artwork by the project owner (2026-09-15); original source files retained by the development team","33a059ee2165dc9c476892c94256b9bdb8006b5c|2026-08-16T04:25:08+08:00|sue1231511","2026-09-15 许可审计：项目所有者确认为原创资产；天气图标资产缺失来源登记，来源待项目所有者确认后补充 已由项目所有者确认为原创。"
"app/src/main/res/drawable-nodpi/diary_weather_overcast.png","5ba358d6b613abd59a4af4fbedb2d296c2f2e97559bbb4266050f6d1b6deacb1","小橘 (Mikeko team)","Original artwork by the Mikeko development team","Copyright Mikeko development team; all rights reserved","yes","Confirmed original artwork by the project owner (2026-09-15); original source files retained by the development team","33a059ee2165dc9c476892c94256b9bdb8006b5c|2026-08-16T04:25:08+08:00|sue1231511","2026-09-15 许可审计：项目所有者确认为原创资产；天气图标资产缺失来源登记，来源待项目所有者确认后补充 已由项目所有者确认为原创。"
